id,smoking
159256,0.721389228886169
159257,0.04086065295594923
159258,0.6320977917981072
159259,0.01903409090909091
159260,0.5400275432608825
159261,0.799359321422126
159262,0.5400275432608825
159263,0.08669128270990528
159264,0.11271367521367522
159265,0.11271367521367522
159266,0.5964705882352941
159267,0.3376582278481013
159268,0.01903409090909091
159269,0.01903409090909091
159270,0.04086065295594923
159271,0.799359321422126
159272,0.799359321422126
159273,0.799359321422126
159274,0.04086065295594923
159275,0.3218406046943376
159276,0.5400275432608825
159277,0.799359321422126
159278,0.5400275432608825
159279,0.799359321422126
159280,0.04086065295594923
159281,0.5410913140311804
159282,0.799359321422126
159283,0.799359321422126
159284,0.799359321422126
159285,0.04086065295594923
159286,0.721389228886169
159287,0.01903409090909091
159288,0.2557157931762223
159289,0.6674273858921161
159290,0.4845147969717825
159291,0.6320977917981072
159292,0.01903409090909091
159293,0.08669128270990528
159294,0.6320977917981072
159295,0.5400275432608825
159296,0.799359321422126
159297,0.01903409090909091
159298,0.5400275432608825
159299,0.01903409090909091
159300,0.01903409090909091
159301,0.08746928746928746
159302,0.11271367521367522
159303,0.2557157931762223
159304,0.3218406046943376
159305,0.721389228886169
159306,0.5410913140311804
159307,0.10541642399534071
159308,0.5410913140311804
159309,0.2557157931762223
159310,0.3218406046943376
159311,0.721389228886169
159312,0.6674273858921161
159313,0.3218406046943376
159314,0.721389228886169
159315,0.6320977917981072
159316,0.01903409090909091
159317,0.6320977917981072
159318,0.5410913140311804
159319,0.5400275432608825
159320,0.799359321422126
159321,0.31446153846153846
159322,0.5400275432608825
159323,0.799359321422126
159324,0.3218406046943376
159325,0.6674273858921161
159326,0.5964705882352941
159327,0.6674273858921161
159328,0.2557157931762223
159329,0.3218406046943376
159330,0.01903409090909091
159331,0.4845147969717825
159332,0.01903409090909091
159333,0.01903409090909091
159334,0.11271367521367522
159335,0.11271367521367522
159336,0.5410913140311804
159337,0.6674273858921161
159338,0.5400275432608825
159339,0.799359321422126
159340,0.6320977917981072
159341,0.799359321422126
159342,0.799359321422126
159343,0.5400275432608825
159344,0.6674273858921161
159345,0.01903409090909091
159346,0.6320977917981072
159347,0.721389228886169
159348,0.799359321422126
159349,0.01903409090909091
159350,0.01903409090909091
159351,0.799359321422126
159352,0.6674273858921161
159353,0.3218406046943376
159354,0.08669128270990528
159355,0.31446153846153846
159356,0.799359321422126
159357,0.721389228886169
159358,0.3218406046943376
159359,0.799359321422126
159360,0.04086065295594923
159361,0.721389228886169
159362,0.01903409090909091
159363,0.721389228886169
159364,0.5400275432608825
159365,0.721389228886169
159366,0.04086065295594923
159367,0.5410913140311804
159368,0.5410913140311804
159369,0.721389228886169
159370,0.5410913140311804
159371,0.6674273858921161
159372,0.01903409090909091
159373,0.721389228886169
159374,0.2557157931762223
159375,0.799359321422126
159376,0.721389228886169
159377,0.01903409090909091
159378,0.799359321422126
159379,0.3218406046943376
159380,0.04086065295594923
159381,0.2557157931762223
159382,0.721389228886169
159383,0.01903409090909091
159384,0.5400275432608825
159385,0.11271367521367522
159386,0.5400275432608825
159387,0.799359321422126
159388,0.721389228886169
159389,0.01903409090909091
159390,0.6320977917981072
159391,0.5400275432608825
159392,0.799359321422126
159393,0.01903409090909091
159394,0.3218406046943376
159395,0.799359321422126
159396,0.721389228886169
159397,0.6320977917981072
159398,0.799359321422126
159399,0.6320977917981072
159400,0.721389228886169
159401,0.721389228886169
159402,0.04086065295594923
159403,0.04086065295594923
159404,0.6320977917981072
159405,0.01903409090909091
159406,0.04086065295594923
159407,0.10541642399534071
159408,0.04086065295594923
159409,0.799359321422126
159410,0.5400275432608825
159411,0.799359321422126
159412,0.721389228886169
159413,0.721389228886169
159414,0.4845147969717825
159415,0.4845147969717825
159416,0.6320977917981072
159417,0.3218406046943376
159418,0.721389228886169
159419,0.04086065295594923
159420,0.5400275432608825
159421,0.721389228886169
159422,0.11271367521367522
159423,0.01903409090909091
159424,0.08746928746928746
159425,0.6320977917981072
159426,0.08669128270990528
159427,0.04086065295594923
159428,0.01903409090909091
159429,0.36013071895424836
159430,0.01903409090909091
159431,0.721389228886169
159432,0.01903409090909091
159433,0.04086065295594923
159434,0.5410913140311804
159435,0.31446153846153846
159436,0.721389228886169
159437,0.08746928746928746
159438,0.721389228886169
159439,0.3218406046943376
159440,0.10541642399534071
159441,0.799359321422126
159442,0.11271367521367522
159443,0.08669128270990528
159444,0.08669128270990528
159445,0.3376582278481013
159446,0.5410913140311804
159447,0.5410913140311804
159448,0.6674273858921161
159449,0.6320977917981072
159450,0.01903409090909091
159451,0.721389228886169
159452,0.721389228886169
159453,0.04086065295594923
159454,0.5410913140311804
159455,0.4845147969717825
159456,0.01903409090909091
159457,0.6320977917981072
159458,0.5400275432608825
159459,0.721389228886169
159460,0.08669128270990528
159461,0.6320977917981072
159462,0.11271367521367522
159463,0.01903409090909091
159464,0.08669128270990528
159465,0.4845147969717825
159466,0.01903409090909091
159467,0.799359321422126
159468,0.799359321422126
159469,0.5410913140311804
159470,0.799359321422126
159471,0.6320977917981072
159472,0.721389228886169
159473,0.08669128270990528
159474,0.3218406046943376
159475,0.6320977917981072
159476,0.04086065295594923
159477,0.08669128270990528
159478,0.5410913140311804
159479,0.08669128270990528
159480,0.3218406046943376
159481,0.01903409090909091
159482,0.5964705882352941
159483,0.01903409090909091
159484,0.08669128270990528
159485,0.5964705882352941
159486,0.01903409090909091
159487,0.08669128270990528
159488,0.5410913140311804
159489,0.2557157931762223
159490,0.5400275432608825
159491,0.799359321422126
159492,0.10541642399534071
159493,0.5400275432608825
159494,0.01903409090909091
159495,0.01903409090909091
159496,0.799359321422126
159497,0.5400275432608825
159498,0.3218406046943376
159499,0.5964705882352941
159500,0.04086065295594923
159501,0.799359321422126
159502,0.6674273858921161
159503,0.04086065295594923
159504,0.5400275432608825
159505,0.04086065295594923
159506,0.799359321422126
159507,0.721389228886169
159508,0.799359321422126
159509,0.721389228886169
159510,0.01903409090909091
159511,0.01903409090909091
159512,0.01903409090909091
159513,0.4845147969717825
159514,0.08669128270990528
159515,0.6320977917981072
159516,0.5400275432608825
159517,0.04086065295594923
159518,0.04086065295594923
159519,0.4845147969717825
159520,0.5400275432608825
159521,0.721389228886169
159522,0.799359321422126
159523,0.01903409090909091
159524,0.5410913140311804
159525,0.01903409090909091
159526,0.10541642399534071
159527,0.01903409090909091
159528,0.3218406046943376
159529,0.799359321422126
159530,0.799359321422126
159531,0.31446153846153846
159532,0.799359321422126
159533,0.5964705882352941
159534,0.3218406046943376
159535,0.3376582278481013
159536,0.01903409090909091
159537,0.3218406046943376
159538,0.721389228886169
159539,0.799359321422126
159540,0.01903409090909091
159541,0.3218406046943376
159542,0.5400275432608825
159543,0.04086065295594923
159544,0.6320977917981072
159545,0.2557157931762223
159546,0.6320977917981072
159547,0.5964705882352941
159548,0.6320977917981072
159549,0.01903409090909091
159550,0.04086065295594923
159551,0.721389228886169
159552,0.721389228886169
159553,0.4845147969717825
159554,0.08669128270990528
159555,0.799359321422126
159556,0.799359321422126
159557,0.6320977917981072
159558,0.11271367521367522
159559,0.721389228886169
159560,0.04086065295594923
159561,0.799359321422126
159562,0.799359321422126
159563,0.2557157931762223
159564,0.04086065295594923
159565,0.04086065295594923
159566,0.11271367521367522
159567,0.721389228886169
159568,0.6320977917981072
159569,0.04086065295594923
159570,0.799359321422126
159571,0.04086065295594923
159572,0.5400275432608825
159573,0.01903409090909091
159574,0.799359321422126
159575,0.10541642399534071
159576,0.08746928746928746
159577,0.721389228886169
159578,0.6320977917981072
159579,0.04086065295594923
159580,0.721389228886169
159581,0.11271367521367522
159582,0.36013071895424836
159583,0.6320977917981072
159584,0.3218406046943376
159585,0.6320977917981072
159586,0.10541642399534071
159587,0.721389228886169
159588,0.799359321422126
159589,0.6674273858921161
159590,0.799359321422126
159591,0.721389228886169
159592,0.01903409090909091
159593,0.4845147969717825
159594,0.11271367521367522
159595,0.721389228886169
159596,0.799359321422126
159597,0.5964705882352941
159598,0.01903409090909091
159599,0.01903409090909091
159600,0.04086065295594923
159601,0.6320977917981072
159602,0.04086065295594923
159603,0.5400275432608825
159604,0.4845147969717825
159605,0.5410913140311804
159606,0.01903409090909091
159607,0.08746928746928746
159608,0.799359321422126
159609,0.5400275432608825
159610,0.01903409090909091
159611,0.04086065295594923
159612,0.5400275432608825
159613,0.721389228886169
159614,0.04086065295594923
159615,0.01903409090909091
159616,0.11271367521367522
159617,0.04086065295594923
159618,0.721389228886169
159619,0.01903409090909091
159620,0.5400275432608825
159621,0.721389228886169
159622,0.721389228886169
159623,0.721389228886169
159624,0.01903409090909091
159625,0.04086065295594923
159626,0.04086065295594923
159627,0.5400275432608825
159628,0.5964705882352941
159629,0.799359321422126
159630,0.2557157931762223
159631,0.04086065295594923
159632,0.01903409090909091
159633,0.01903409090909091
159634,0.799359321422126
159635,0.01903409090909091
159636,0.04086065295594923
159637,0.11271367521367522
159638,0.799359321422126
159639,0.3376582278481013
159640,0.11271367521367522
159641,0.11271367521367522
159642,0.04086065295594923
159643,0.08669128270990528
159644,0.5400275432608825
159645,0.5400275432608825
159646,0.01903409090909091
159647,0.5400275432608825
159648,0.3218406046943376
159649,0.5964705882352941
159650,0.799359321422126
159651,0.799359321422126
159652,0.799359321422126
159653,0.2557157931762223
159654,0.08669128270990528
159655,0.6320977917981072
159656,0.04086065295594923
159657,0.721389228886169
159658,0.01903409090909091
159659,0.01903409090909091
159660,0.11271367521367522
159661,0.4845147969717825
159662,0.4845147969717825
159663,0.799359321422126
159664,0.08669128270990528
159665,0.3218406046943376
159666,0.6320977917981072
159667,0.08669128270990528
159668,0.721389228886169
159669,0.5410913140311804
